Customer_ID,Customer_Segment,Churn_Risk,Purchased_Product,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommended_Action
1770,At-Risk Customer,Yes,Socks,Hoodie,T-shirt,Pants,Shirt,Jeans,Send win-back discount
1771,Regular Customer,No,Backpack,Jewelry,Scarf,Sunglasses,Hat,Gloves,Standard product recommendation
1772,High-Value New Customer,Yes,Shirt,Pants,Jeans,Dress,Socks,Blouse,Send win-back discount
1773,High-Value New Customer,Yes,Shoes,Sneakers,Sandals,Boots,,,Send win-back discount
1774,High-Value New Customer,Yes,Coat,Jacket,Shorts,Hoodie,Skirt,T-shirt,Send win-back discount
1775,Budget Happy Customer,No,Sweater,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
1776,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
1777,Budget Happy Customer,No,Jacket,Coat,,,,,Standard product recommendation
1778,Loyal Customer,Yes,Sneakers,Shoes,Sandals,Boots,,,Priority retention offer (high-value customer at risk)
1779,Premium Customer,No,Belt,Sunglasses,Scarf,Hat,Gloves,Backpack,Upsell premium / new arrivals
1780,At-Risk Customer,Yes,Scarf,Hat,Sunglasses,Backpack,Gloves,Jewelry,Send win-back discount
1781,Premium Customer,No,Jewelry,Sunglasses,Scarf,Hat,Gloves,Belt,Upsell premium / new arrivals
1782,At-Risk Customer,Yes,T-shirt,Socks,Sweater,Jeans,Hoodie,Pants,Send win-back discount
1783,Budget Happy Customer,No,Pants,T-shirt,Socks,Shirt,Shorts,Skirt,Standard product recommendation
1784,Regular Customer,No,Handbag,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
1785,Loyal Customer,Yes,Backpack,Belt,Jewelry,Gloves,Handbag,Scarf,Priority retention offer (high-value customer at risk)
1786,Loyal Customer,No,Gloves,Jewelry,Sunglasses,Scarf,Handbag,Belt,Upsell premium / new arrivals
1787,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
1788,Loyal Customer,No,Sweater,Dress,Pants,Skirt,Jeans,Shirt,Upsell premium / new arrivals
1789,Regular Customer,No,Blouse,Shirt,Skirt,Sweater,T-shirt,Dress,Standard product recommendation
1790,Regular Customer,No,Blouse,Shirt,Skirt,Sweater,T-shirt,Dress,Standard product recommendation
1791,Regular Customer,No,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Handbag,Standard product recommendation
1792,High-Value New Customer,Yes,Jeans,Pants,Shirt,Dress,Socks,Blouse,Send win-back discount
1793,Budget Happy Customer,No,Sneakers,Boots,Sandals,Shoes,,,Standard product recommendation
1794,Premium Customer,No,Hat,Sunglasses,Handbag,Scarf,Gloves,Jewelry,Upsell premium / new arrivals
1795,Regular Customer,No,Backpack,Gloves,Scarf,Sunglasses,Jewelry,Handbag,Standard product recommendation
1796,Regular Customer,Yes,Jeans,Socks,Hoodie,Pants,Sweater,Skirt,Send win-back discount
1797,Regular Customer,No,Skirt,Blouse,Shirt,Sweater,T-shirt,Dress,Standard product recommendation
1798,Regular Customer,No,Belt,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
1799,Budget Happy Customer,No,Dress,Skirt,Shorts,Sweater,Jeans,Shirt,Standard product recommendation
1800,At-Risk Customer,Yes,Hoodie,Socks,Sweater,Jeans,Pants,Dress,Send win-back discount
1801,Budget Happy Customer,No,Coat,Jacket,,,,,Standard product recommendation
1802,At-Risk Customer,Yes,Sweater,Blouse,Dress,Skirt,T-shirt,Hoodie,Send win-back discount
1803,Budget Happy Customer,No,Shorts,Pants,T-shirt,Socks,Shirt,Skirt,Standard product recommendation
1804,Premium Customer,No,Sneakers,Sandals,Shoes,Boots,,,Upsell premium / new arrivals
1805,At-Risk Customer,Yes,Sweater,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
1806,At-Risk Customer,Yes,T-shirt,Hoodie,Pants,Shirt,Jeans,Skirt,Send win-back discount
1807,High-Value New Customer,Yes,Handbag,Belt,Jewelry,Backpack,Gloves,Sunglasses,Send win-back discount
1808,At-Risk Customer,Yes,Sneakers,Sandals,Shoes,Boots,,,Send win-back discount
1809,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
1810,Budget Happy Customer,Yes,Backpack,Gloves,Sunglasses,Handbag,Scarf,Belt,Send win-back discount
1811,Regular Customer,No,Jeans,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
1812,High-Value New Customer,Yes,Belt,Jewelry,Backpack,Gloves,Handbag,Sunglasses,Send win-back discount
1813,Premium Customer,No,Boots,Sandals,Sneakers,Shoes,,,Upsell premium / new arrivals
1814,Budget Happy Customer,No,Shorts,Jeans,Pants,Skirt,Hoodie,Sweater,Standard product recommendation
1815,Budget Happy Customer,No,Jeans,Dress,Skirt,Shorts,Sweater,Shirt,Standard product recommendation
1816,Premium Customer,No,Shoes,Sandals,Sneakers,Boots,,,Upsell premium / new arrivals
1817,Loyal Customer,No,Hat,Gloves,Handbag,Belt,Jewelry,Backpack,Upsell premium / new arrivals
1818,Loyal Customer,No,T-shirt,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
1819,Regular Customer,No,Sunglasses,Gloves,Backpack,Scarf,Jewelry,Handbag,Standard product recommendation
1820,Premium Customer,No,Socks,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
1821,At-Risk Customer,Yes,Shirt,Dress,Blouse,Sweater,Shorts,Hoodie,Send win-back discount
1822,Regular Customer,No,Shorts,Pants,Sweater,Jeans,Dress,T-shirt,Standard product recommendation
1823,High-Value New Customer,Yes,Shirt,Pants,Jeans,Dress,Socks,Blouse,Send win-back discount
1824,Premium Customer,No,Socks,Pants,Skirt,Hoodie,T-shirt,Jeans,Upsell premium / new arrivals
1825,Regular Customer,No,Pants,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
1826,At-Risk Customer,Yes,Boots,Shoes,Sneakers,Sandals,,,Send win-back discount
1827,High-Value New Customer,Yes,T-shirt,Jeans,Sweater,Shorts,Dress,Shirt,Send win-back discount
1828,At-Risk Customer,Yes,T-shirt,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
1829,At-Risk Customer,Yes,Coat,Jacket,,,,,Send win-back discount
1830,At-Risk Customer,Yes,Hat,Handbag,Belt,Scarf,Jewelry,Gloves,Send win-back discount
1831,High-Value New Customer,Yes,Sunglasses,Belt,Backpack,Hat,Scarf,Jewelry,Send win-back discount
1832,Budget Happy Customer,Yes,Blouse,Dress,Skirt,Socks,Jeans,Hoodie,Send win-back discount
1833,Regular Customer,No,Jewelry,Backpack,Scarf,Sunglasses,Hat,Gloves,Standard product recommendation
1834,Loyal Customer,No,Jewelry,Gloves,Hat,Handbag,Belt,Backpack,Upsell premium / new arrivals
1835,Regular Customer,No,Skirt,Hoodie,Dress,Sweater,Shorts,Jeans,Standard product recommendation
1836,Regular Customer,No,Scarf,Belt,Sunglasses,Hat,Handbag,Gloves,Standard product recommendation
1837,Premium Customer,No,Pants,Skirt,Hoodie,Socks,T-shirt,Jeans,Upsell premium / new arrivals
1838,Loyal Customer,No,Hat,Gloves,Handbag,Belt,Jewelry,Backpack,Upsell premium / new arrivals
1839,Loyal Customer,No,Gloves,Jewelry,Sunglasses,Scarf,Handbag,Belt,Upsell premium / new arrivals
1840,High-Value New Customer,Yes,Shirt,Socks,Jeans,Hoodie,Skirt,Sweater,Send win-back discount
1841,Budget Happy Customer,No,Sandals,Sneakers,Shoes,Boots,,,Standard product recommendation
1842,Budget Happy Customer,Yes,Socks,Dress,Skirt,Blouse,Jeans,Hoodie,Send win-back discount
1843,High-Value New Customer,Yes,Handbag,Gloves,Jewelry,Sunglasses,Scarf,Belt,Send win-back discount
1844,At-Risk Customer,Yes,Jacket,Coat,,,,,Send win-back discount
1845,High-Value New Customer,Yes,Shorts,Socks,Dress,Blouse,Jeans,T-shirt,Send win-back discount
1846,Budget Happy Customer,No,Sandals,Boots,Shoes,Sneakers,,,Standard product recommendation
1847,Regular Customer,Yes,Scarf,Jewelry,Backpack,Belt,Handbag,Sunglasses,Send win-back discount
1848,Premium Customer,No,Sandals,Boots,Shoes,Sneakers,,,Upsell premium / new arrivals
1849,Budget Happy Customer,No,Jeans,Blouse,Sweater,Shorts,Shirt,Hoodie,Standard product recommendation
1850,At-Risk Customer,Yes,Skirt,Pants,Jeans,Blouse,Socks,Shorts,Send win-back discount
1851,Budget Happy Customer,No,Gloves,Handbag,Belt,Backpack,Sunglasses,Hat,Standard product recommendation
1852,Budget Happy Customer,Yes,Skirt,Socks,Sweater,T-shirt,Jeans,Pants,Send win-back discount
1853,Premium Customer,No,Sweater,Pants,Skirt,Blouse,Dress,Shirt,Upsell premium / new arrivals
1854,Budget Happy Customer,No,Blouse,Sweater,Shorts,Jeans,Shirt,Hoodie,Standard product recommendation
1855,High-Value New Customer,Yes,Sweater,Socks,Jeans,Hoodie,Skirt,Shirt,Send win-back discount
1856,High-Value New Customer,Yes,Shirt,Jeans,Sweater,Shorts,Dress,T-shirt,Send win-back discount
1857,Regular Customer,No,Jewelry,Belt,Sunglasses,Hat,Handbag,Gloves,Standard product recommendation
1858,Premium Customer,No,T-shirt,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
1859,High-Value New Customer,Yes,Scarf,Gloves,Handbag,Jewelry,Sunglasses,Belt,Send win-back discount
1860,Regular Customer,No,Belt,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
1861,Loyal Customer,No,T-shirt,Pants,Shorts,Sweater,Jeans,Shirt,Upsell premium / new arrivals
1862,Loyal Customer,No,Sneakers,Sandals,Boots,Shoes,,,Upsell premium / new arrivals
1863,Loyal Customer,No,Gloves,Jewelry,Sunglasses,Scarf,Handbag,Belt,Upsell premium / new arrivals
1864,At-Risk Customer,Yes,Sandals,Sneakers,Boots,Shoes,,,Send win-back discount
1865,Budget Happy Customer,No,Backpack,Hat,Sunglasses,Jewelry,Handbag,Belt,Standard product recommendation
1866,Premium Customer,No,Pants,Hoodie,Blouse,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
1867,Loyal Customer,Yes,T-shirt,Pants,Hoodie,Shirt,Sweater,Skirt,Priority retention offer (high-value customer at risk)
1868,Regular Customer,No,Skirt,Shirt,Hoodie,Shorts,Socks,Pants,Standard product recommendation
1869,At-Risk Customer,Yes,Gloves,Hat,Sunglasses,Backpack,Jewelry,Handbag,Send win-back discount
1870,Loyal Customer,No,Blouse,Hoodie,Shirt,Sweater,Shorts,Socks,Upsell premium / new arrivals
1871,Premium Customer,No,Blouse,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
1872,Budget Happy Customer,No,Jeans,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
1873,Premium Customer,No,T-shirt,Pants,Skirt,Hoodie,Socks,Jeans,Upsell premium / new arrivals
1874,Regular Customer,No,Sweater,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
1875,Regular Customer,No,Pants,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
1876,Premium Customer,No,Boots,Sandals,Sneakers,Shoes,,,Upsell premium / new arrivals
1877,Regular Customer,No,Skirt,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
1878,High-Value New Customer,Yes,Gloves,Belt,Jewelry,Backpack,Handbag,Sunglasses,Send win-back discount
1879,Loyal Customer,Yes,Socks,Pants,Skirt,Hoodie,Shirt,Sweater,Priority retention offer (high-value customer at risk)
1880,Regular Customer,No,T-shirt,Blouse,Shirt,Skirt,Sweater,Dress,Standard product recommendation
1881,Loyal Customer,Yes,Blouse,Pants,Skirt,Hoodie,Shirt,Sweater,Priority retention offer (high-value customer at risk)
1882,Loyal Customer,No,Blouse,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
1883,Premium Customer,No,Scarf,Jewelry,Belt,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
1884,At-Risk Customer,Yes,Backpack,Hat,Sunglasses,Gloves,Jewelry,Handbag,Send win-back discount
1885,Loyal Customer,No,Shorts,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
1886,At-Risk Customer,Yes,Jewelry,Hat,Sunglasses,Backpack,Gloves,Handbag,Send win-back discount
1887,At-Risk Customer,Yes,Gloves,Handbag,Belt,Scarf,Jewelry,Hat,Send win-back discount
1888,Regular Customer,Yes,Hoodie,Jeans,Sweater,Skirt,Socks,Pants,Send win-back discount
1889,Premium Customer,No,Hoodie,Pants,Skirt,Sweater,Blouse,Dress,Upsell premium / new arrivals
1890,Regular Customer,No,Skirt,Pants,Sweater,Jeans,Dress,T-shirt,Standard product recommendation
1891,Loyal Customer,Yes,Sunglasses,Gloves,Backpack,Belt,Hat,Scarf,Priority retention offer (high-value customer at risk)
1892,Regular Customer,No,Jewelry,Belt,Handbag,Sunglasses,Backpack,Scarf,Standard product recommendation
1893,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
1894,Loyal Customer,No,Dress,Shorts,Blouse,Skirt,Pants,Jeans,Upsell premium / new arrivals
1895,Budget Happy Customer,No,Hoodie,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
1896,Loyal Customer,No,Jeans,Pants,Shorts,T-shirt,Sweater,Shirt,Upsell premium / new arrivals
1897,Regular Customer,No,Sandals,Boots,Shoes,Sneakers,,,Standard product recommendation
1898,Budget Happy Customer,No,Sunglasses,Backpack,Gloves,Jewelry,Handbag,Hat,Standard product recommendation
1899,Premium Customer,No,Pants,Skirt,Sweater,Blouse,Dress,Shirt,Upsell premium / new arrivals
1900,At-Risk Customer,Yes,Shorts,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
1901,Premium Customer,No,Jewelry,Sunglasses,Handbag,Hat,Scarf,Gloves,Upsell premium / new arrivals
1902,Premium Customer,No,Socks,Hoodie,Blouse,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
1903,Loyal Customer,No,Sandals,Shoes,Boots,Sneakers,,,Upsell premium / new arrivals
1904,Regular Customer,No,Pants,Shirt,Hoodie,Shorts,Socks,T-shirt,Standard product recommendation
1905,At-Risk Customer,Yes,T-shirt,Hoodie,Pants,Shirt,Jeans,Skirt,Send win-back discount
1906,Loyal Customer,No,Boots,Shoes,Sandals,Sneakers,,,Upsell premium / new arrivals
1907,Loyal Customer,No,Backpack,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Upsell premium / new arrivals
1908,Premium Customer,No,Skirt,Pants,Hoodie,Socks,T-shirt,Jeans,Upsell premium / new arrivals
1909,Budget Happy Customer,No,Scarf,Handbag,Gloves,Belt,Backpack,Sunglasses,Standard product recommendation
1910,Premium Customer,No,Sweater,Skirt,Jeans,Pants,Shirt,T-shirt,Upsell premium / new arrivals
1911,Loyal Customer,No,Sandals,Boots,Shoes,Sneakers,,,Upsell premium / new arrivals
1912,Premium Customer,No,Jewelry,Sunglasses,Scarf,Hat,Gloves,Belt,Upsell premium / new arrivals
1913,Loyal Customer,Yes,Sweater,Hoodie,Blouse,Dress,Pants,Skirt,Priority retention offer (high-value customer at risk)
1914,High-Value New Customer,Yes,Skirt,Pants,Sweater,Shirt,Blouse,Hoodie,Send win-back discount
1915,At-Risk Customer,Yes,Shorts,Sweater,Dress,Shirt,Skirt,Jeans,Send win-back discount
1916,Premium Customer,No,Backpack,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
1917,Loyal Customer,Yes,Hoodie,Blouse,Sweater,Dress,Pants,Skirt,Priority retention offer (high-value customer at risk)
1918,At-Risk Customer,Yes,Skirt,Blouse,Dress,Sweater,T-shirt,Hoodie,Send win-back discount
1919,At-Risk Customer,Yes,Skirt,Pants,Jeans,Blouse,Socks,Shorts,Send win-back discount
1920,Budget Happy Customer,No,Backpack,Hat,Sunglasses,Jewelry,Handbag,Belt,Standard product recommendation
1921,Budget Happy Customer,No,Blouse,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
1922,High-Value New Customer,Yes,Shirt,Pants,Sweater,Blouse,Hoodie,Socks,Send win-back discount
1923,Loyal Customer,No,Gloves,Hat,Handbag,Belt,Jewelry,Backpack,Upsell premium / new arrivals
1924,High-Value New Customer,Yes,Sandals,Sneakers,Shoes,Boots,,,Send win-back discount
1925,At-Risk Customer,Yes,Jacket,Coat,,,,,Send win-back discount
1926,Regular Customer,No,Sneakers,Shoes,Boots,Sandals,,,Standard product recommendation
1927,High-Value New Customer,Yes,Backpack,Hat,Jewelry,Belt,Sunglasses,Scarf,Send win-back discount
1928,Loyal Customer,Yes,Pants,Hoodie,Blouse,Sweater,Shirt,Dress,Priority retention offer (high-value customer at risk)
1929,Budget Happy Customer,No,Sunglasses,Belt,Hat,Scarf,Backpack,Gloves,Standard product recommendation
1930,Regular Customer,No,Jeans,Hoodie,Skirt,Dress,Sweater,Shorts,Standard product recommendation
1931,Regular Customer,No,Pants,Shirt,Hoodie,Shorts,Socks,T-shirt,Standard product recommendation
1932,Regular Customer,Yes,Jewelry,Backpack,Scarf,Sunglasses,Handbag,Belt,Send win-back discount
1933,At-Risk Customer,Yes,Hoodie,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
1934,High-Value New Customer,Yes,Sandals,Boots,Shoes,Sneakers,,,Send win-back discount
1935,High-Value New Customer,Yes,Jacket,Coat,Blouse,Socks,Dress,,Send win-back discount
1936,At-Risk Customer,Yes,Blouse,Hoodie,T-shirt,Pants,Shirt,Jeans,Send win-back discount
1937,Premium Customer,No,Jewelry,Belt,Scarf,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
1938,Loyal Customer,No,Socks,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
1939,Regular Customer,No,Jeans,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
1940,Regular Customer,No,Gloves,Belt,Sunglasses,Hat,Handbag,Jewelry,Standard product recommendation
1941,Premium Customer,No,Hat,Sunglasses,Handbag,Scarf,Gloves,Jewelry,Upsell premium / new arrivals
1942,Premium Customer,No,Shoes,Sandals,Boots,Sneakers,,,Upsell premium / new arrivals
1943,Regular Customer,No,Pants,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
1944,High-Value New Customer,Yes,Socks,Jeans,Hoodie,Skirt,Shirt,Sweater,Send win-back discount
1945,At-Risk Customer,Yes,Hoodie,Sweater,Blouse,Socks,Shirt,Shorts,Send win-back discount
1946,Loyal Customer,Yes,Hoodie,Pants,Blouse,Sweater,Shirt,Dress,Priority retention offer (high-value customer at risk)
1947,Premium Customer,No,Pants,Sweater,Jeans,Blouse,Socks,Hoodie,Upsell premium / new arrivals
1948,Regular Customer,Yes,Shirt,Hoodie,Sweater,Pants,Blouse,T-shirt,Send win-back discount
1949,Regular Customer,No,T-shirt,Blouse,Shirt,Skirt,Sweater,Dress,Standard product recommendation
1950,Premium Customer,No,Dress,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
1951,Premium Customer,No,Backpack,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
1952,Budget Happy Customer,No,Gloves,Handbag,Belt,Backpack,Sunglasses,Hat,Standard product recommendation
1953,Premium Customer,No,Shoes,Boots,Sandals,Sneakers,,,Upsell premium / new arrivals
1954,Loyal Customer,Yes,Skirt,Pants,Hoodie,Shirt,Sweater,T-shirt,Priority retention offer (high-value customer at risk)
1955,Loyal Customer,No,Gloves,Hat,Handbag,Belt,Jewelry,Backpack,Upsell premium / new arrivals
1956,Premium Customer,No,Hoodie,Pants,Skirt,Socks,T-shirt,Jeans,Upsell premium / new arrivals
1957,Premium Customer,No,Socks,Sweater,Jeans,Pants,Blouse,Hoodie,Upsell premium / new arrivals
1958,Premium Customer,No,Gloves,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
1959,At-Risk Customer,Yes,Shorts,Sweater,T-shirt,Socks,Pants,Blouse,Send win-back discount
1960,Budget Happy Customer,Yes,Shoes,Sneakers,Sandals,Boots,,,Send win-back discount
1961,High-Value New Customer,Yes,Jeans,Socks,Hoodie,Skirt,Shirt,Sweater,Send win-back discount
1962,Regular Customer,No,Boots,Sandals,Shoes,Sneakers,,,Standard product recommendation
1963,Loyal Customer,No,Hat,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Upsell premium / new arrivals
1964,Loyal Customer,No,Shorts,Blouse,Skirt,Pants,Jeans,Hoodie,Upsell premium / new arrivals
1965,At-Risk Customer,Yes,Pants,Hoodie,T-shirt,Shirt,Jeans,Skirt,Send win-back discount
1966,Premium Customer,No,Sweater,Skirt,Jeans,Pants,Shirt,T-shirt,Upsell premium / new arrivals
1967,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
1968,High-Value New Customer,Yes,Dress,T-shirt,Shirt,Hoodie,Socks,Jeans,Send win-back discount
1969,Premium Customer,No,Shirt,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
1970,Regular Customer,No,Dress,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
1971,Budget Happy Customer,Yes,Belt,Sunglasses,Backpack,Jewelry,Hat,Gloves,Send win-back discount
1972,Loyal Customer,Yes,Hat,Scarf,Belt,Handbag,Sunglasses,Jewelry,Priority retention offer (high-value customer at risk)
1973,Regular Customer,No,Backpack,Gloves,Scarf,Sunglasses,Jewelry,Handbag,Standard product recommendation
1974,Loyal Customer,Yes,Skirt,Pants,Hoodie,Shirt,Sweater,T-shirt,Priority retention offer (high-value customer at risk)
1975,Loyal Customer,Yes,Gloves,Belt,Jewelry,Backpack,Handbag,Scarf,Priority retention offer (high-value customer at risk)
1976,Budget Happy Customer,Yes,Jacket,Coat,Pants,Shirt,Sweater,,Send win-back discount
1977,At-Risk Customer,Yes,Handbag,Backpack,Scarf,Jewelry,Belt,Sunglasses,Send win-back discount
1978,High-Value New Customer,Yes,Sandals,Boots,Shoes,Sneakers,,,Send win-back discount
1979,Budget Happy Customer,No,Sunglasses,Hat,Backpack,Jewelry,Handbag,Belt,Standard product recommendation
1980,Budget Happy Customer,No,Jeans,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
1981,Premium Customer,No,Sandals,Boots,Shoes,Sneakers,,,Upsell premium / new arrivals
1982,Premium Customer,No,Shoes,Boots,Sandals,Sneakers,,,Upsell premium / new arrivals
1983,Budget Happy Customer,No,Sunglasses,Handbag,Gloves,Belt,Backpack,Hat,Standard product recommendation
1984,Budget Happy Customer,No,Scarf,Backpack,Gloves,Jewelry,Handbag,Hat,Standard product recommendation
1985,At-Risk Customer,Yes,Skirt,Blouse,Dress,Sweater,T-shirt,Hoodie,Send win-back discount
1986,Budget Happy Customer,No,Gloves,Belt,Sunglasses,Hat,Scarf,Backpack,Standard product recommendation
1987,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
1988,Regular Customer,Yes,Belt,Gloves,Scarf,Sunglasses,Jewelry,Hat,Send win-back discount
1989,Premium Customer,No,Pants,Hoodie,Blouse,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
1990,At-Risk Customer,Yes,Jewelry,Hat,Gloves,Backpack,Belt,Scarf,Send win-back discount
1991,High-Value New Customer,Yes,Backpack,Hat,Jewelry,Belt,Sunglasses,Scarf,Send win-back discount
1992,Loyal Customer,Yes,Sneakers,Sandals,Boots,Shoes,,,Priority retention offer (high-value customer at risk)
1993,Premium Customer,No,Hoodie,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
1994,Premium Customer,No,Blouse,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
1995,Budget Happy Customer,No,Sunglasses,Handbag,Gloves,Belt,Backpack,Hat,Standard product recommendation
1996,Budget Happy Customer,No,Boots,Sandals,Shoes,Sneakers,,,Standard product recommendation
1997,Regular Customer,No,Sneakers,Boots,Shoes,Sandals,,,Standard product recommendation
1998,Loyal Customer,No,Backpack,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Upsell premium / new arrivals
1999,Loyal Customer,No,Pants,Shorts,Blouse,Skirt,Jeans,Hoodie,Upsell premium / new arrivals
2000,Premium Customer,No,Socks,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
2001,Loyal Customer,No,Belt,Gloves,Handbag,Jewelry,Hat,Scarf,Upsell premium / new arrivals
2002,Budget Happy Customer,Yes,Sunglasses,Belt,Backpack,Jewelry,Hat,Gloves,Send win-back discount
2003,Budget Happy Customer,No,Shirt,Blouse,Sweater,Shorts,Jeans,Hoodie,Standard product recommendation
2004,Regular Customer,No,Sneakers,Shoes,Sandals,Boots,,,Standard product recommendation
2005,Budget Happy Customer,No,Shoes,Sneakers,Boots,Sandals,,,Standard product recommendation
2006,At-Risk Customer,Yes,Sandals,Boots,Sneakers,Shoes,,,Send win-back discount
2007,High-Value New Customer,Yes,Scarf,Belt,Backpack,Hat,Sunglasses,Jewelry,Send win-back discount
2008,Loyal Customer,Yes,Shirt,Pants,Skirt,Hoodie,Sweater,Socks,Priority retention offer (high-value customer at risk)
2009,Regular Customer,No,Skirt,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
2010,Budget Happy Customer,No,Boots,Sandals,Shoes,Sneakers,,,Standard product recommendation
2011,Loyal Customer,Yes,Sweater,Pants,Hoodie,Shirt,Skirt,T-shirt,Priority retention offer (high-value customer at risk)
2012,Budget Happy Customer,No,Sandals,Shoes,Sneakers,Boots,,,Standard product recommendation
2013,Budget Happy Customer,Yes,Jeans,Dress,Skirt,Blouse,Socks,Hoodie,Send win-back discount
2014,Premium Customer,No,Backpack,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
2015,Regular Customer,No,Skirt,Blouse,Shirt,Sweater,T-shirt,Dress,Standard product recommendation
2016,Premium Customer,No,Belt,Sunglasses,Scarf,Hat,Gloves,Backpack,Upsell premium / new arrivals
2017,Regular Customer,No,Shoes,Sneakers,Boots,Sandals,,,Standard product recommendation
2018,Regular Customer,No,Socks,Hoodie,Skirt,Dress,Sweater,Shorts,Standard product recommendation
2019,Premium Customer,No,Backpack,Sunglasses,Scarf,Hat,Gloves,Belt,Upsell premium / new arrivals
2020,Loyal Customer,No,Shirt,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
2021,Loyal Customer,No,Sweater,Dress,Pants,Skirt,Jeans,Shirt,Upsell premium / new arrivals
2022,Regular Customer,No,Handbag,Backpack,Jewelry,Scarf,Sunglasses,Hat,Standard product recommendation
2023,Regular Customer,No,Jewelry,Backpack,Scarf,Sunglasses,Hat,Gloves,Standard product recommendation
2024,Premium Customer,No,Socks,Pants,Skirt,Hoodie,T-shirt,Jeans,Upsell premium / new arrivals
2025,Regular Customer,No,Socks,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
2026,Regular Customer,No,Shirt,Blouse,Skirt,Sweater,T-shirt,Dress,Standard product recommendation
2027,At-Risk Customer,Yes,Scarf,Belt,Gloves,Handbag,Hat,Jewelry,Send win-back discount
2028,Premium Customer,No,Shoes,Sandals,Sneakers,Boots,,,Upsell premium / new arrivals
2029,Budget Happy Customer,No,Shoes,Sandals,Sneakers,Boots,,,Standard product recommendation
2030,At-Risk Customer,Yes,Scarf,Hat,Gloves,Jewelry,Backpack,Belt,Send win-back discount
2031,Regular Customer,No,Sunglasses,Jewelry,Belt,Handbag,Backpack,Scarf,Standard product recommendation
2032,Loyal Customer,No,Socks,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
2033,High-Value New Customer,Yes,Blouse,Sweater,Hoodie,Dress,T-shirt,Skirt,Send win-back discount
